autor,titulo,seccion,fecha,es_sindicado,error,ruta,vistas
Jhojhanni Fiorini,Latinoamérica domina el consumo de Coca-Cola y deja atrás a Estados Unidos,empresas,2026-02-25T13:40:29-04:00,False,,/empresas/latinoamerica-domina-el-consumo-de-coca-cola-y-deja-atras-a-estados-unidos/,98
Jhojhanni Fiorini,Carlos Durán: De youtuber a emprendedor visionario,mercado events,2025-07-17T11:55:01-04:00,False,,/mercado-exchange/carlos-duran-de-youtuber-a-emprendedor-visionario/,98
Elba Reyes,República Dominicana: los destinos que más eligen los viajeros en 2026,viajes,2026-06-18T11:19:48-04:00,False,,/turismo/republica-dominicana-los-destinos-que-mas-eligen-los-viajeros-en-2026/,98
Elba Reyes,Cinco destinos ideales para el romance y los viajes en pareja en República Dominicana,experiencias,2026-07-07T15:28:31-04:00,False,,/lifestyle/experiencias/cinco-destinos-ideales-para-el-romance-y-los-viajes-en-pareja-en-republica-dominicana/,98
Elba Reyes,¿Qué tan felices son los dominicanos? El lugar que ocupa el país en el ranking global de bienestar,experiencias,2026-07-16T12:15:34-04:00,False,,/lifestyle/experiencias/que-tan-felices-son-los-dominicanos-el-lugar-que-ocupa-el-pais-en-el-ranking-global-de-bienestar/,97
Karime Rivas,Biviana Riveiro cambia la agenda de inversión por el tablero financiero de Fiduciaria Reservas,leadership,2026-07-29T21:30:21-04:00,False,,/mercado-women/leadership/biviana-riveiro-fiduciaria-reservas/,97
Gabriel Rico Albarrán,Japón despliega en Venezuela un equipo médico de ayuda humanitaria tras los terremotos,daily news,2026-07-01T17:59:58-04:00,False,,/money-invest/daily-news/japon-despliega-en-venezuela-un-equipo-medico-de-ayuda-humanitaria-tras-los-terremotos/,97
SIN_AUTOR,,,,False,404 Client Error: Not Found for url: https://revistamercado.do/money-invest/top-10-familias-mas-ricas-del-mundo-quienes-lideran-y-cuanto-dinero-tienen/,/money-invest/top-10-familias-mas-ricas-del-mundo-quienes-lideran-y-cuanto-dinero-tienen/,97
Elba Reyes,"Apple lanza «Apple Upgrade»: El programa para arrendar iPhone, Mac y iPad por cuotas mensuales",devices,2026-07-29T16:27:20-04:00,False,,/technology/devices/apple-lanza-apple-upgrade-el-programa-para-arrendar-iphone-mac-y-ipad-por-cuotas-mensuales/,97
Jhojhanni Fiorini,Freno al gigante de la moda: La desaceleración de Shein que pone en jaque su millonaria valoración bursátil,empresas,2026-07-27T13:36:35-04:00,False,,/empresas/freno-al-gigante-de-la-moda-la-desaceleracion-de-shein-que-pone-en-jaque-su-millonaria-valoracion-bursatil/,96
Elba Reyes,Así está el precio de la vivienda en República Dominicana en 2026,money invest,2026-01-22T14:43:03-04:00,False,,/money-invest/asi-esta-el-precio-de-la-vivienda-en-republica-dominicana-en-2026/,96
Elba Reyes,Mundial 2026: Cuándo se juegan los dieciseisavos de final y quiénes podrían enfrentarse,sport business,2026-06-25T11:53:27-04:00,False,,/empresas/sport-business/mundial-2026-cuando-se-juegan-los-dieciseisavos-de-final-y-quienes-podrian-enfrentarse/,96
Jhojhanni Fiorini,¿Quién vendió más smartphones en 2025: Apple o Samsung? Así quedó el ranking mundial,technology,2026-02-05T14:01:54-04:00,False,,/technology/quien-vendio-mas-smartphones-en-2025-apple-o-samsung-asi-quedo-el-ranking-mundial/,96
Andrea Mercedes,¿Por qué el presidente de Turquía regaló un arma a los líderes de la OTAN? El significado oculto de su obsequio,daily news,2026-07-09T17:43:19-04:00,False,,/money-invest/daily-news/por-que-el-presidente-de-turquia-regalo-un-arma-a-los-lideres-de-la-otan-el-significado-oculto-de-su-obsequio/,96
Jhojhanni Fiorini,Shakira y Burna Boy alcanzan el número 1 del mundo con su éxito «Dai Dai»,trends,2026-07-03T15:43:34-04:00,False,,/mercado-women/shakira-y-burna-boy-alcanzan-el-numero-1-del-mundo-con-su-exito-dai-dai/,96
Elba Reyes,"Estrenos Disney Plus julio 2026: El diablo viste a la moda 2, Soy Luna y más",actualidad,2026-06-30T16:17:04-04:00,False,,/actualidad/estrenos-disney-plus-julio-2026-el-diablo-viste-a-la-moda-2-soy-luna-y-mas/,95
Elba Reyes,¿Por qué hace tanto calor en RD este verano y hasta cuándo durarán las temperaturas extremas?,actualidad,2026-06-22T12:50:19-04:00,False,,/actualidad/por-que-hace-tanto-calor-en-rd-este-verano-y-hasta-cuando-duraran-las-temperaturas-extremas/,95
Ana Sosa,Mundial 2026: el fútbol creó un activo publicitario que no existía y Coca-Cola fue la primera en ponerle precio,business,2026-07-31T05:36:05-04:00,True,,/business/mundial-2026-el-futbol-creo-un-activo-publicitario-que-no-existia-y-coca-cola-fue-la-primera-en-ponerle-precio/,95
Jhojhanni Fiorini,Las 7 claves que dejó Visión Emprendedora 2025 ,mercado events,2025-07-16T12:04:40-04:00,False,,/mercado-exchange/las-7-claves-que-dejo-vision-emprendedora-2025/,95
Jhojhanni Fiorini,¿Cuánto crudo vende Venezuela a Estados Unidos? Las cifras de la EIA sobre el repunte petrolero en 2026,internacional,2026-07-10T09:46:19-04:00,False,,/money-invest/daily-news/cuanto-crudo-vende-venezuela-a-estados-unidos-las-cifras-de-la-eia-sobre-el-repunte-petrolero-en-2026/,95
Elba Reyes,"La herencia de Chadwick Boseman, actor de &#8216;Pantera Negra&#8217;, desata conflicto entre sus hermanos y viuda",actualidad,2026-07-24T15:45:50-04:00,False,,/actualidad/la-herencia-de-chadwick-boseman-actor-de-pantera-negra-desata-conflicto-entre-sus-hermanos-y-viuda/,95
Elba Reyes,Cédula en RD desde mayo: esta es la lista de documentos obligatorios para el trámite,daily news,2026-04-27T13:15:16-04:00,False,,/money-invest/daily-news/cedula-en-rd-desde-mayo-esta-es-la-lista-de-documentos-obligatorios-para-el-tramite/,94
SIN_AUTOR,,,,False,,/event/tech-summit-2026/,94
Darling Gil,Cambios para mejorar,market brief,2026-07-06T11:49:34-04:00,False,,/market-brief/cambios-para-mejorar/,94
Gabriel Rico Albarrán,Las 4 lecciones que dejó el evento Visión Emprendedora 2026,daily news,2026-07-29T07:00:19-04:00,False,,/mercado-exchange/lecciones-que-dejo-el-evento-vision-emprendedora-2026/,94
Gabriel Rico Albarrán,"Mercado AutoShow + Visión Emprendedora, donde convergen movilidad, innovación y emprendimiento",daily news,2026-07-24T10:02:00-04:00,False,,/mercado-exchange/mercado-autoshow-vision-emprendedora-donde-convergen-movilidad-innovacion-y-emprendimiento/,94
Jhojhanni Fiorini,Resultados de la lotería de este jueves 21 de mayo de 2026,actualidad,2026-05-22T07:21:55-04:00,False,,/actualidad/resultados-de-la-loteria-de-este-jueves-21-de-mayo-de-2026/,94
Jhojhanni Fiorini,"Inversión extranjera en RD alcanzará récord histórico de US$ 5,200 millones en 2026",república dominicana,2026-07-03T15:50:23-04:00,False,,/money-invest/daily-news/inversion-extranjera-en-rd-alcanzara-record-historico-de-us-5200-millones-en-2026/,94
Darling Gil,Como se construye la ventaja digital,technology,2026-07-27T11:19:35-04:00,False,,/technology/como-se-construye-la-ventaja-digital/,94
Andrea Mercedes,Policías arrestados en Venezuela por robo: ¿Qué se llevaron de la ayuda humanitaria del terremoto?,daily news,2026-07-02T16:55:12-04:00,False,,/money-invest/daily-news/policias-arrestados-en-venezuela-por-robo-que-se-llevaron-de-la-ayuda-humanitaria-del-terremoto/,94
Jhojhanni Fiorini,Nervio vago: qué es y cómo afecta tu salud física y emocional ,medihealth,2024-09-12T15:28:24-04:00,False,,/medihealth/nervio-vago-que-es/,94
Jhojhanni Fiorini,Resultados de la lotería nacional del domingo 10 de mayo de 2026,actualidad,2026-05-11T09:05:10-04:00,False,,/actualidad/resultados-de-la-loteria-nacional-del-domingo-10-de-mayo-de-2026/,94
Andrea Mercedes,"Terremoto en Venezuela: Sepultan a las víctimas identificadas tras superar los 3,000 muertos",daily news,2026-07-06T16:42:30-04:00,False,,/money-invest/daily-news/terremoto-en-venezuela-sepultan-a-las-victimas-identificadas-tras-superar-los-3000-muertos/,94
Karime Rivas,Princesa Leonor: El poder del traje como símbolo de liderazgo,working mothers,2024-12-25T23:06:08-04:00,False,,/mercado-women/working-monthers/princesa-leonor-traje/,93
Andrea Mercedes,Se cierra la «ventana de vida» en Venezuela: ¿Cuántos días puede resistir una persona atrapada?,daily news,2026-06-30T14:55:39-04:00,False,,/money-invest/daily-news/se-cierra-la-ventana-de-vida-en-venezuela-cuantos-dias-puede-resistir-una-persona-atrapada/,93
Andrea Mercedes,¿Cómo funcionará el pasaje único? Claves y precios de la unificación de tarifas del transporte en RD,daily news,2026-07-14T15:35:25-04:00,False,,/money-invest/daily-news/pasaje-unico-rd-tarifa-integrada-transporte-publico/,93
SIN_AUTOR,,,,False,404 Client Error: Not Found for url: https://revistamercado.do/shopping/conoce-6-boutiques-de-mujer-en-santo-domingo-que-transformaran-tu-closet/,/shopping/conoce-6-boutiques-de-mujer-en-santo-domingo-que-transformaran-tu-closet/,93
Gabriel Rico Albarrán,🔴 EN VIVO | Mejores Empresas Para Trabajar Región Norte 2026,daily news,2026-07-02T11:34:45-04:00,False,,/mercado-exchange/en-vivo-mejores-empresas-para-trabajar-region-norte-2026/,93
Jhojhanni Fiorini,Resultados de la lotería nacional del martes 5 de mayo de 2026,actualidad,2026-05-06T09:01:41-04:00,False,,/actualidad/resultados-de-la-loteria-nacional-del-martes-5-de-mayo-de-2026/,93
Karime Rivas,México 71: el Mundial femenino que la FIFA dejó fuera de la historia,executive profiles,2026-07-09T11:09:50-04:00,False,,/mercado-women/executive-profiles/mexico-71-primer-mundial-de-futbol-femenino/,93
Elba Reyes,¿Cuáles universidades piden la nota de las Pruebas Nacionales como requisito de admisión este 2026?,actualidad,2026-07-17T16:58:17-04:00,False,,/actualidad/cuales-universidades-piden-la-nota-de-las-pruebas-nacionales-como-requisito-de-admision-este-2026/,92
Elba Reyes,Resultados de la Lotería Quiniela Real del lunes 6 julio de 2026,actualidad,2026-07-07T10:13:02-04:00,False,,/actualidad/resultados-de-la-loteria-quiniela-real-del-lunes-6-julio-de-2026/,92
Miranda Cross,La Casa Blanca Ha liderado al Real Madrid en una etapa que ya se considera la más exitosa de la historia del club,retratos,2026-07-10T08:00:59-04:00,False,,/market-order/retratos/la-casa-blanca-ha-liderado-al-real-madrid-en-una-etapa-que-ya-se-considera-la-mas-exitosa-de-la-historia-del-club/,92
Jhojhanni Fiorini,Cómo eliminar un ratón de tu casa sin matarlo y de forma efectiva,medihealth,2026-02-23T17:26:13-04:00,False,,/medihealth/como-eliminar-un-raton-de-tu-casa-sin-matarlo-y-de-forma-efectiva/,92
Karime Rivas,Silvana Tenreyro: el perfil de la economista argentina que asumirá como economista jefe del FMI,executive profiles,2026-07-14T18:43:04-04:00,False,,/mercado-women/executive-profiles/silvana-tenreyro-economista-jefe-fmi/,92
Andrea Mercedes,¿Qué regiones de América Latina afectará el fenómeno de El Niño este año?,cambio climático,2026-06-02T17:51:56-04:00,False,,/money-invest/daily-news/que-regiones-de-america-latina-afectara-el-fenomeno-de-el-nino-este-ano/,92
Rodrigo Muñoz,Ranking: Los 10 países más seguros de América Latina,internacional,2025-03-03T14:57:54-04:00,False,,/money-invest/internacional-economia/ranking-los-10-paises-mas-seguros-de-america-latina/,92
SIN_AUTOR,,,,False,404 Client Error: Not Found for url: https://revistamercado.do/dining-out/for-meat-lovers-los-mejores-restaurantes-de-carne-en-santo-domingo/,/dining-out/for-meat-lovers-los-mejores-restaurantes-de-carne-en-santo-domingo/,91
Elba Reyes,¿A qué hora canta Shakira en el Mundial 2026 y cómo verla en vivo desde República Dominicana?,sport business,2026-06-09T17:12:02-04:00,False,,/empresas/sport-business/a-que-hora-canta-shakira-en-el-mundial-2026-y-como-verla-en-vivo-desde-republica-dominicana/,91
Jhojhanni Fiorini,La estrategia de Nvidia con la industria japonesa para dominar la inteligencia artificial aplicada a robots,empresas,2026-07-16T17:52:39-04:00,False,,/empresas/la-estrategia-de-nvidia-con-la-industria-japonesa-para-dominar-la-inteligencia-artificial-aplicada-a-robots/,91
Elba Reyes,Así es el exclusivo baúl de Louis Vuitton que resguarda la copa del Mundial 2026,experiencias,2026-07-16T14:46:35-04:00,False,,/lifestyle/experiencias/asi-es-el-exclusivo-baul-de-louis-vuitton-que-resguarda-la-copa-del-mundial-2026/,91
Ana Sosa,Bernard Arnault niega una disputa entre sus hijos por el control de LVMH,business,2026-07-28T11:33:49-04:00,True,,/business/bernard-arnault-niega-una-disputa-entre-sus-hijos-por-el-control-de-lvmh/,91
Andrea Mercedes,Países del Golfo preparan ola de endeudamiento para crear rutas alternativas a Ormuz,daily news,2026-07-24T16:20:17-04:00,False,,/money-invest/daily-news/paises-golfo-endeudamiento-rutas-alternativas-ormuz/,91
Andrea Mercedes,"Subsidio eléctrico en RD se acerca a los RD$50,000 millones en solo cuatro meses",daily news,2026-05-19T14:27:06-04:00,False,,/money-invest/daily-news/subsidio-electrico-en-rd-se-acerca-a-los-rd50000-millones-en-solo-cuatro-meses/,91
Andrea Mercedes,Una semana de dolor: El devastador saldo de muertos y daños materiales que dejó el sismo en Venezuela,daily news,2026-07-02T15:38:10-04:00,False,,/money-invest/daily-news/una-semana-de-dolor-el-devastador-saldo-de-muertos-y-danos-materiales-que-dejo-el-sismo-en-venezuela/,91
SIN_AUTOR,,,,False,,/who-is-who/priscilla-kelly-leon/,90
Elba Reyes,WhatsApp deja de funcionar en agosto 2026: Celulares sin soporte y lista de modelos,devices,2026-07-31T12:27:34-04:00,False,,/technology/devices/whatsapp-deja-de-funcionar-en-agosto-2026-celulares-sin-soporte-y-lista-de-modelos/,90
Jhojhanni Fiorini,Ranking 2026: este es el país que superó a México en poder militar en la región,internacional,2026-03-26T16:17:59-04:00,False,,/money-invest/internacional-economia/ranking-2026-este-es-el-pais-que-supero-a-mexico-en-poder-militar-en-la-region/,90
Elba Reyes,Los países más difíciles de visitar del mundo: visas casi imposibles y fuertes restricciones,internacional,2026-02-03T17:20:29-04:00,False,,/money-invest/internacional-economia/los-paises-mas-dificiles-de-visitar-del-mundo-visas-casi-imposibles-y-fuertes-restricciones/,90
Jhojhanni Fiorini,Por qué República Dominicana y Centroamérica lideran el mapa de las zonas francas en la región,república dominicana,2026-07-16T09:08:13-04:00,False,,/money-invest/daily-news/por-que-republica-dominicana-y-centroamerica-lideran-el-mapa-de-las-zonas-francas-en-la-region/,90
Jhojhanni Fiorini,"Estos son los países de América Latina con el mayor déficit de vivienda, según Hábitat para la Humanidad",internacional,2026-07-16T17:37:53-04:00,False,,/money-invest/daily-news/estos-son-los-paises-de-america-latina-con-el-mayor-deficit-de-vivienda-segun-habitat-para-la-humanidad/,90
Karime Rivas,Rosa Hernández de Grullón llega a Irlanda: los retos de fortalecer una relación bilateral con alto potencial,leadership,2026-07-24T12:41:21-04:00,False,,/mercado-women/leadership/rosa-hernandez-de-grullon-embajadora-de-irlanda/,90
Karime Rivas,Gloria Reyes es ratificada al frente del COMMCA: estas serán las prioridades regionales hasta 2029,leadership,2026-07-24T11:57:58-04:00,False,,/mercado-women/leadership/gloria-reyes-reelecta-commca-representando-rd/,90
SIN_AUTOR,,,,False,,/event/transporte-logistica-y-zonas-francas-summit-2026/,90
Elba Reyes,Resultados de la Lotería Quiniela Real del miércoles 29 julio de 2026,actualidad,2026-07-30T09:03:57-04:00,False,,/actualidad/resultados-de-la-loteria-quiniela-real-del-miercoles-29-julio-de-2026/,90
Andrea Mercedes,Histórica suspensión: el peligroso fenómeno climático que obligó a suspender la fiesta del 4 de Julio en EEUU en algunas ciudades,cambio climático,2026-07-03T14:17:09-04:00,False,,/money-invest/daily-news/historica-suspension-el-peligroso-fenomeno-climatico-que-obligo-a-suspender-la-fiesta-del-4-de-julio-en-eeuu-en-algunas-ciudades/,90
Jhojhanni Fiorini,"Qué es la Sun Valley Conference, el exclusivo “campamento para multimillonarios” que se celebra cada verano",empresas,2026-07-13T15:07:19-04:00,False,,/empresas/que-es-la-sun-valley-conference-el-exclusivo-campamento-para-multimillonarios-que-se-celebra-cada-verano/,89
Elba Reyes,¿Cuánto dinero acumuló «The Odyssey» en taquilla y qué récord histórico rompió el fin de semana?,actualidad,2026-07-20T11:44:13-04:00,False,,/actualidad/cuanto-dinero-acumulo-the-odyssey-en-taquilla-y-que-record-historico-rompio-el-fin-de-semana/,89
Ana Sosa,La caída en bolsa de IBM reabre la mayor duda sobre la inteligencia artificial,business,2026-07-16T11:34:01-04:00,True,,/business/la-caida-en-bolsa-de-ibm-reabre-la-mayor-duda-sobre-la-inteligencia-artificial/,89
Ana Sosa,"Nike supera a Wall Street, pero su verdadera prueba es en este Mundial FIFA 2026",empresas,2026-07-01T11:43:25-04:00,True,,/empresas/nike-supera-a-wall-street-pero-su-verdadera-prueba-es-en-este-mundial-fifa-2026/,89
Jhojhanni Fiorini,¿Cómo funciona la estafa del mensaje falso de Amazon? El truco para no perder tu cuenta ni dinero,devices,2026-07-17T08:13:24-04:00,False,,/technology/devices/como-funciona-la-estafa-del-mensaje-falso-de-amazon-el-truco-para-no-perder-tu-cuenta-ni-dinero/,89
Darling Gil,Americas Investment Forum sirve de escenario para reconocer excelencia de empresas de inversión en RD,daily news,2026-07-02T12:16:16-04:00,False,,/money-invest/daily-news/americas-investment-forum-sirve-de-escenario-para-reconocer-excelencia-de-empresas-de-inversion-en-rd/,89
Elba Reyes,Punto verde en WhatsApp: Qué significa y cómo evitar que aparezca en tu perfil,devices,2026-07-22T14:29:48-04:00,False,,/technology/devices/punto-verde-en-whatsapp-que-significa-y-como-evitar-que-aparezca-en-tu-perfil/,89
Elba Reyes,Cómo eliminar las fotos que te envían por WhatsApp para liberar espacio en tu celular,devices,2026-07-10T15:10:35-04:00,False,,/technology/devices/como-eliminar-las-fotos-que-te-envian-por-whatsapp-para-liberar-espacio-en-tu-celular/,89
Darling Gil,Lucy Doughty: filantropía con impacto en educación y salud,executive profiles,2026-03-11T15:10:00-04:00,False,,/mercado-women/executive-profiles/lucy-doughty-filantropia/,88
Jhojhanni Fiorini,Alerta en las gasolineras: El pacto geopolítico secreto que determinará si el precio del petróleo se dispara,internacional,2026-07-10T14:37:17-04:00,False,,/money-invest/daily-news/alerta-en-las-gasolineras-el-pacto-geopolitico-secreto-que-determinara-si-el-precio-del-petroleo-se-dispara/,88
Andrea Mercedes,Abinader inaugura el túnel de la Plaza de la Bandera: así transformará el tránsito en Santo Domingo,daily news,2026-07-20T09:25:15-04:00,False,,/money-invest/daily-news/abinader-inaugura-tunel-plaza-bandera-transito-santo-domingo/,88
Jhojhanni Fiorini,Ranking del precio de la gasolina en Latinoamérica en 2026 país por país,money invest,2026-01-14T14:14:20-04:00,False,,/money-invest/ranking-del-precio-de-la-gasolina-en-latinoamerica-en-2026-pais-por-pais/,88
Jhojhanni Fiorini,Ranking 2026: estas son las marcas de restaurantes más valiosas del mundo,empresas,2026-02-17T10:37:48-04:00,False,,/empresas/ranking-2026-estas-son-las-marcas-de-restaurantes-mas-valiosas-del-mundo/,88
Jhojhanni Fiorini,¿Podría quebrar Meta? La histórica multa récord que pone en peligro a la empresa de Mark Zuckerberg,empresas,2026-07-08T13:38:59-04:00,False,,/empresas/meta-quiebra-multa-record-mark-zuckerberg/,88
Elba Reyes,Resultados de la Lotería Quiniela Real del domingo 28 junio de 2026,actualidad,2026-06-29T07:41:23-04:00,False,,/actualidad/resultados-de-la-loteria-quiniela-real-del-domingo-28-junio-de-2026/,88
Jhojhanni Fiorini,Las 10 petroleras más poderosas del mundo que dominan la economía global,empresas,2026-04-07T16:49:35-04:00,False,,/empresas/las-10-petroleras-mas-poderosas-del-mundo-que-dominan-la-economia-global/,87
Andrea Mercedes,"Paquete financiero en RD: El Congreso da luz verde a US$ 10,000 millones en endeudamiento",daily news,2026-07-27T12:46:21-04:00,False,,/money-invest/daily-news/prestamos-aprobados-congreso-rd-endeudamiento-2026/,87
Andrea Mercedes,EE. UU. clasifica a Cuba como «amenaza» a la seguridad nacional y exige reformas inmediatas,daily news,2026-07-21T12:22:06-04:00,False,,/money-invest/daily-news/eeuu-clasifica-cuba-amenaza-seguridad-nacional/,87
Jhojhanni Fiorini,Los 5 factores que salvan a la economía de América Latina mientras el resto del mundo tiembla,empresas,2026-07-09T17:32:04-04:00,False,,/empresas/los-5-factores-que-salvan-a-la-economia-de-america-latina-mientras-el-resto-del-mundo-tiembla/,87
Elba Reyes,"Estas son las 10 marcas más valiosas del mundo en 2026, según Brand Finance",empresas,2026-01-22T14:27:39-04:00,False,,/empresas/estas-son-las-10-marcas-mas-valiosas-del-mundo-en-2026-segun-brand-finance/,87
Elba Reyes,Cuánto cuesta ser Miss República Dominicana: El precio de una corona supera el millón de pesos,actualidad,2026-07-30T15:02:17-04:00,False,,/actualidad/cuanto-cuesta-ser-miss-republica-dominicana-el-precio-de-una-corona-supera-el-millon-de-pesos/,87
Rodrigo Muñoz,"Pável Dúrov, fundador de Telegram, es buscado por Rusia por presuntos delitos de terrorismo",actualidad,2026-07-29T13:16:08-04:00,False,,/actualidad/pavel-durov-fundador-de-telegram-es-buscado-por-rusia-por-presuntos-delitos-de-terrorismo/,86
Elba Reyes,Fallece a los 73 años José Bello: ¿de qué murió el ícono de la salsa dominicana e intérprete de “La palabra amigo”?,actualidad,2026-06-23T11:53:53-04:00,False,,/actualidad/fallece-a-los-73-anos-jose-bello-de-que-murio-el-icono-de-la-salsa-dominicana-e-interprete-de-la-palabra-amigo/,86
Andrea Mercedes,¿Cómo funciona el Corredor Interoceánico de México que transportó 900 vehículos en 72 horas evitando el Canal de Panamá?,daily news,2026-07-29T12:39:15-04:00,False,,/money-invest/daily-news/como-funciona-el-corredor-interoceanico-de-mexico-que-transporto-900-vehiculos-en-72-horas-evitando-el-canal-de-panama/,86
Andrea Mercedes,Clima en República Dominicana: Temperatura llega a 38.5°C y alertan por efectos de onda tropical,daily news,2026-07-20T17:15:02-04:00,False,,/money-invest/daily-news/clima-republica-dominicana-onda-tropical-temperaturas-altas/,86
revistamercado,"Antonio Espaillat, el &#8216;game changer&#8217; de los medios dominicanos",empresas,2022-04-18T06:00:48-04:00,False,,/empresas/antono-espaillat-medios-rd/,86
Andrea Mercedes,Nueva cédula en RD: lo que debes hacer antes de abril para no quedar fuera del sistema,daily news,2026-03-19T17:15:24-04:00,False,,/money-invest/daily-news/nueva-cedula-en-rd-lo-que-debes-hacer-antes-de-abril-para-no-quedar-fuera-del-sistema/,86
Andrea Mercedes,Adiós al tapón en la 27 de Febrero: Abinader confirma la entrega del esperado túnel de la Plaza de la Bandera,daily news,2026-07-13T16:58:55-04:00,False,,/money-invest/daily-news/tunel-plaza-bandera-inauguracion-abinader-2/,86
Jhojhanni Fiorini,Visión Emprendedora 2025: inspiración y reconocimiento al talento dominicano,mercado events,2025-07-15T20:18:40-04:00,False,,/mercado-exchange/vision-emprendedora-2025-inspiracion-y-reconocimiento-al-talento-dominicano/,86
Karime Rivas,El ocaso de Benetton: ¿Cómo pasó de ícono global a víctima del fast fashion?,executive profiles,2025-01-30T10:48:26-04:00,False,,/mercado-women/executive-profiles/benetton-en-quiebra/,86
Andrea Mercedes,¿Quién va ganando en Perú con el 99.5% de votos contados? Fujimori se acerca a la victoria,daily news,2026-06-19T16:24:00-04:00,False,,/money-invest/daily-news/quien-va-ganando-en-peru-con-el-99-5-de-votos-contados-fujimori-se-acerca-a-la-victoria/,86
Gabriel Rico Albarrán,"Mutaciones genéticas, un portal directo a la ansiedad",medihealth,2023-01-08T16:00:55-04:00,False,,/medihealth/mutaciones-geneticas-ansiedad/,85
Karime Rivas,Yuribell Chez asume la gerencia general de Casas del XVI en medio del auge del turismo de lujo,executive profiles,2026-07-15T17:47:34-04:00,False,,/mercado-women/executive-profiles/yuribell-chez-gerencia-de-casas-del-xvi/,85
Jhojhanni Fiorini,"Salario de Navidad, cesantía y el nuevo tope del ISR: los 3 cambios laborales clave de la Ley 30 26 en RD",república dominicana,2026-06-23T08:35:35-04:00,False,,/money-invest/daily-news/salario-de-navidad-cesantia-y-el-nuevo-tope-del-isr-los-3-cambios-laborales-clave-de-la-ley-30-26-en-rd/,85
Elba Reyes,Las 10 mejores películas de Tim Burton que debes ver en 2026,lifestyle,2026-02-18T10:40:09-04:00,False,,/lifestyle/las-10-mejores-peliculas-de-tim-burton-que-debes-ver-en-2026/,85
SIN_AUTOR,,,,False,404 Client Error: Not Found for url: https://revistamercado.do/lifestyle/dentro-del-legado-ambani-poder-lujo-y-fortuna/,/lifestyle/dentro-del-legado-ambani-poder-lujo-y-fortuna/,85
Andrea Mercedes,Bukele tercer mandato El Salvador 2026: Anuncia su precandidatura oficial,daily news,2026-06-30T16:54:59-04:00,False,,/money-invest/daily-news/bukele-tercer-mandato-el-salvador-2026-anuncia-su-precandidatura-oficial/,84
Jhojhanni Fiorini,"República Dominicana apuesta más de RD$ 9,000 millones para convertir a Santo Domingo 2026 en un referente deportivo",finanzas,2026-07-24T10:58:48-04:00,False,,/market-brief/finanzas/republica-dominicana-apuesta-mas-de-rd-9000-millones-para-convertir-a-santo-domingo-2026-en-un-referente-deportivo/,84
Andrea Mercedes,Resultados de Leidsa del sábado 16 de mayo de 2026,actualidad,2026-05-17T10:18:48-04:00,False,,/actualidad/resultados-de-leidsa-del-sabado-16-de-mayo-de-2026/,84
Jhojhanni Fiorini,iPhone 18 Pro Max: ¿Por qué será el modelo más potente (y costoso) de Apple?,actualidad,2026-05-11T19:25:33-04:00,False,,/actualidad/iphone-18-pro-max-por-que-sera-el-modelo-mas-potente-y-costoso-de-apple/,84
Ana Sosa,¿Por qué un cheque robado puede terminar costándote mucho más dinero?,business,2026-07-01T11:18:50-04:00,True,,/business/por-que-un-cheque-robado-puede-terminar-costandote-mucho-mas-dinero/,84
Jhojhanni Fiorini,Riesgo País 2026: El ranking del EMBI en América Latina al cierre de mayo,internacional,2026-06-02T14:12:16-04:00,False,,/money-invest/internacional-economia/riesgo-pais-2026-el-ranking-del-embi-en-america-latina-al-cierre-de-mayo/,83
Miguel Vega,Manuel Estrella: la trayectoria de un empresario visionario,empresas,2026-05-27T06:00:15-04:00,False,,/empresas/manuel-estrella-la-trayectoria-de-un-empresario-visionario/,83
Elba Reyes,Taquilla global junio 2026: Toy Story 5 aplasta el estreno de Supergirl en cines,actualidad,2026-06-29T17:02:29-04:00,False,,/actualidad/taquilla-global-junio-2026-toy-story-5-aplasta-el-estreno-de-supergirl-en-cines/,83
Jhojhanni Fiorini,¿Cómo puede América Latina convertirse en el mayor proveedor de SAF para las aerolíneas del mundo?,empresas,2026-07-20T20:46:49-04:00,False,,/empresas/como-puede-america-latina-convertirse-en-el-mayor-proveedor-de-saf-para-las-aerolineas-del-mundo/,83
Miguel Vega,Estas fueron las 10 navieras que dominaron el comercio mundial en 2025,e-commerce,2026-02-16T14:05:01-04:00,False,,/empresas/10-navieras-mas-grandes-del-mundo-2025/,83
Ana Sosa,Marine Le Pen podrá competir por la presidencia de Francia tras recuperar su elegibilidad,política,2026-07-09T09:39:04-04:00,True,,/politica/marine-le-pen-podra-competir-por-la-presidencia-de-francia-tras-recuperar-su-elegibilidad/,83
Elba Reyes,"Google Home con Gemini: precio, funciones y fecha de venta del nuevo altavoz inteligente",devices,2026-06-18T15:31:52-04:00,False,,/technology/devices/google-home-con-gemini-precio-funciones-y-fecha-de-venta-del-nuevo-altavoz-inteligente/,83
SIN_AUTOR,,,,False,404 Client Error: Not Found for url: https://revistamercado.do/empresas/quienes-son-los-20-billonarios-mas-ricos-de-america-latina/,/empresas/quienes-son-los-20-billonarios-mas-ricos-de-america-latina/,83
